problem;set;formula;selected;occurrences
Tc2p;set3;T1+((P1-d)+d);FALSE;0
Tc2p;set3;((T1-d)+P1)+P1;FALSE;0
Tc2p;set3;((T1+d)-P1)+d;FALSE;0
Tc2p;set3;((T1+d)+T1)+P1;FALSE;0
Tc2p;set3;(T1+(P1-d))+T1;FALSE;0
Tc2p;set3;(T1+d)-(P1+d);FALSE;0
Tc2p;set3;(T1-(P1-d))+P1;FALSE;0
Tc2p;set3;(T1+(P1+d))-d;FALSE;0
Tc2p;set3;T1-((P1-d)+d);FALSE;0
Tc2p;set3;(T1-(P1-d))-d;FALSE;0
Tc2p;set3;((T1-d)-P1)+d;FALSE;0
Tc2p;set3;P1+((T1+d)-T1);FALSE;0
Tc2p;set3;(T1-(T1-P1))+d;FALSE;0
Tc2p;set3;((T1+d)-P1)-P1;FALSE;0
Cc3p;set0;T1+d;TRUE;1
Cc3p;set0;T1+P1;FALSE;2
Cc3p;set0;T1-P1;FALSE;4
Cc3p;set0;P1+d;FALSE;0
Cc3p;set0;T1-d;TRUE;88
Cc3p;set1;T1+(P1+d);FALSE;0
Cc3p;set1;(T1+d)+P1;FALSE;0
Cc3p;set1;(T1+P1)-d;FALSE;5
Cc3p;set1;T1-(P1-d);FALSE;0
Cc3p;set1;(T1+d)-P1;FALSE;0
Cc3p;set1;(T1-P1)-d;TRUE;33
Cc3p;set1;(T1-P1)+d;FALSE;0
Cc3p;set1;(T1-d)+P1;FALSE;0
Cc3p;set1;T1+(P1-d);FALSE;0
Cc3p;set1;(T1+P1)+d;FALSE;1
Cc3p;set1;(T1-d)-P1;TRUE;6
Cc3p;set1;T1-(P1+d);FALSE;0
Cc3p;set2;T1+(T1-d);FALSE;0
Cc3p;set2;P1+(P1-d);FALSE;0
Cc3p;set2;(T1-d)-d;TRUE;0
Cc3p;set2;(P1-d)+d;FALSE;0
Cc3p;set2;(T1+d)-d;TRUE;0
Cc3p;set2;T1-(T1-d);TRUE;1
Cc3p;set2;(T1+P1)-P1;FALSE;0
Cc3p;set2;(T1+P1)-T1;FALSE;0
Cc3p;set2;(T1+P1)+T1;FALSE;0
Cc3p;set2;(P1-d)-d;FALSE;0
Cc3p;set2;(T1+P1)+P1;FALSE;0
Cc3p;set2;T1-(T1-P1);FALSE;1
Cc3p;set2;(T1-P1)-P1;FALSE;0
Cc3p;set2;(T1-P1)+P1;FALSE;1
Cc3p;set2;(T1+d)+d;FALSE;0
Cc3p;set2;(P1+d)+P1;FALSE;0
Cc3p;set2;(T1+d)-T1;TRUE;0
Cc3p;set2;P1-(P1-d);FALSE;0
Cc3p;set2;(P1+d)-P1;FALSE;0
Cc3p;set2;(T1-d)+d;FALSE;0
Cc3p;set2;(P1+d)+d;FALSE;0
Cc3p;set2;T1+(T1-P1);FALSE;0
Cc3p;set2;(P1+d)-d;FALSE;0
Cc3p;set2;(T1+d)+T1;FALSE;0
Cc3p;set3;(T1+d)+(T1-P1);FALSE;0
Cc3p;set3;((T1-d)+P1)+d;FALSE;0
Cc3p;set3;T1-((P1+d)-d);FALSE;0
Cc3p;set3;T1+((P1+d)-P1);FALSE;0
Cc3p;set3;(T1+P1)-(P1-d);FALSE;0
Cc3p;set3;T1-((P1+d)-P1);FALSE;0
Cc3p;set3;(T1+(T1-P1))+d;FALSE;0
Cc3p;set3;((T1+P1)-d)-d;TRUE;0
Cc3p;set3;(T1-d)+(T1-P1);FALSE;0
Cc3p;set3;T1+((T1+d)-P1);FALSE;0
Cc3p;set3;((T1-d)-P1)+P1;FALSE;0
Cc3p;set3;((T1+P1)+T1)-d;FALSE;0
Cc3p;set3;T1+(P1+(P1-d));FALSE;0
Cc3p;set3;((T1+d)+P1)+d;FALSE;0
Cc3p;set3;T1+((P1+d)+d);FALSE;0
Cc3p;set3;T1-((P1+d)+P1);FALSE;0
Cc3p;set3;(T1+P1)+(T1-d);FALSE;0
Cc3p;set3;T1+((P1+d)-d);FALSE;0
Cc3p;set3;(T1+P1)-(T1+d);FALSE;0
Cc3p;set3;((T1-P1)+d)-d;FALSE;0
Cc3p;set3;(T1-(P1+d))+P1;FALSE;0
Cc3p;set3;((T1-P1)+P1)-d;FALSE;0
Cc3p;set3;P1+(T1-(T1-d));FALSE;0
Cc3p;set3;(T1+P1)+(P1+d);FALSE;0
Cc3p;set3;((T1+P1)+d)+d;FALSE;0
Cc3p;set3;(T1-(P1-d))+d;FALSE;0
Cc3p;set3;(T1+(P1-d))-T1;FALSE;0
Cc3p;set3;T1+((P1+d)+P1);FALSE;0
Cc3p;set3;((T1+d)+d)-P1;FALSE;0
Cc3p;set3;((T1-d)+P1)-P1;FALSE;0
Cc3p;set3;((T1-d)-P1)-d;FALSE;0
Cc3p;set3;T1+(P1-(P1-d));FALSE;0
Cc3p;set3;(T1-d)-(P1-d);FALSE;0
Cc3p;set3;T1+((P1-d)-d);FALSE;0
Cc3p;set3;(T1-P1)-(P1-d);FALSE;0
Cc3p;set3;((T1-P1)-d)-P1;FALSE;0
Cc3p;set3;T1-((P1+d)+d);FALSE;0
Cc3p;set3;((T1+d)+T1)-P1;FALSE;0
Cc3p;set3;((T1+P1)-T1)+d;FALSE;0
Cc3p;set3;(T1+(P1+d))+P1;FALSE;0
Cc3p;set3;(T1+(P1+d))-T1;FALSE;0
Cc3p;set3;T1+(T1-(P1+d));FALSE;0
Cc3p;set3;((T1-P1)+d)-P1;FALSE;0
Cc3p;set3;((T1+P1)+T1)+d;FALSE;0
Cc3p;set3;((T1+d)+d)+P1;FALSE;0
Cc3p;set3;(T1-(P1+d))+d;FALSE;0
Cc3p;set3;(T1-P1)+(P1-d);FALSE;1
Cc3p;set3;((T1+d)-d)+P1;FALSE;0
Cc3p;set3;((T1-d)+P1)-d;FALSE;0
Cc3p;set3;(T1+P1)-(P1+d);FALSE;0
Cc3p;set3;((T1+P1)+P1)-d;FALSE;0
Cc3p;set3;T1+((T1-P1)-d);FALSE;0
Cc3p;set3;(T1+(P1+d))+d;FALSE;0
Cc3p;set3;((T1-d)-d)-P1;FALSE;0
Cc3p;set3;((T1+P1)-P1)-d;FALSE;0
Cc3p;set3;(T1-(P1+d))-P1;FALSE;0
Cc3p;set3;T1-((T1-P1)+d);FALSE;0
Cc3p;set3;T1-(T1-(P1+d));FALSE;0
Cc3p;set3;((T1+P1)+d)+T1;FALSE;0
Cc3p;set3;((T1+P1)-d)+T1;FALSE;0
Cc3p;set3;(T1+(P1-d))+P1;FALSE;0
Cc3p;set3;(T1+(T1-d))-P1;FALSE;0
Cc3p;set3;((T1+d)+P1)-P1;FALSE;0
Cc3p;set3;T1-((P1-d)-d);FALSE;0
Cc3p;set3;((T1+d)-P1)+P1;FALSE;0
Cc3p;set3;((T1-d)+P1)+T1;FALSE;0
Cc3p;set3;((T1+P1)-d)+P1;FALSE;0
Cc3p;set3;((T1+P1)+d)-T1;TRUE;0
Cc3p;set3;(T1-d)+(P1-d);FALSE;1
Cc3p;set3;((T1-P1)+d)+d;FALSE;0
Cc3p;set3;(T1-(T1-P1))-d;TRUE;0
Cc3p;set3;((T1-P1)-d)+d;FALSE;0
Cc3p;set3;T1-((T1+d)-P1);FALSE;0
Cc3p;set3;(T1+(P1-d))+d;FALSE;0
Cc3p;set3;((T1+P1)-d)-T1;TRUE;0
Cc3p;set3;(T1-P1)+(P1+d);FALSE;0
Cc3p;set3;T1-(T1-(P1-d));FALSE;0
Cc3p;set3;((T1-P1)-P1)-d;FALSE;0
Cc3p;set3;T1-(P1-(P1-d));FALSE;0
Cc3p;set3;((T1-d)+d)+P1;FALSE;0
Cc3p;set3;((T1+d)+P1)+T1;FALSE;0
Cc3p;set3;(T1-(P1+d))-d;FALSE;0
Cc3p;set3;((T1-d)-P1)-P1;FALSE;0
Cc3p;set3;((T1+d)-d)-P1;FALSE;0
Cc3p;set3;(T1+d)+(P1+d);FALSE;0
Cc3p;set3;((T1-P1)+d)+P1;FALSE;0
Cc3p;set3;(T1-d)-(P1+d);FALSE;0
Cc3p;set3;(T1+d)-(T1-P1);TRUE;0
Cc3p;set3;(T1+P1)-(T1-d);FALSE;0
Cc3p;set3;(T1+P1)+(P1-d);FALSE;0
Cc3p;set3;P1-(T1-(T1-d));TRUE;0
Cc3p;set3;((T1+P1)-d)-P1;TRUE;0
Cc3p;set3;T1+((T1-P1)+d);FALSE;0
Cc3p;set3;((T1-d)+P1)-T1;FALSE;0
Cc3p;set3;((T1+d)-P1)-d;FALSE;0
Cc3p;set3;P1-((T1+d)-T1);TRUE;0
Cc3p;set3;((T1+P1)+P1)+d;FALSE;0
Cc3p;set3;(T1+(P1-d))-P1;FALSE;0
Cc3p;set3;((T1+P1)+d)-P1;FALSE;0
Cc3p;set3;T1-((T1-d)-P1);FALSE;0
Cc3p;set3;(T1+(T1-P1))-d;FALSE;0
Cc3p;set3;((T1-P1)-d)-d;FALSE;0
Cc3p;set3;(T1+d)+(P1-d);FALSE;0
Cc3p;set3;((T1+P1)-T1)-d;FALSE;0
Cc3p;set3;((T1+P1)-d)+d;FALSE;0
Cc3p;set3;((T1+P1)-P1)+d;FALSE;0
Cc3p;set3;((T1-d)-d)+P1;FALSE;0
Cc3p;set3;(T1-(P1-d))-P1;FALSE;0
Cc3p;set3;((T1+P1)+d)-d;FALSE;0
Cc3p;set3;T1-(P1+(P1-d));FALSE;0
Cc3p;set3;(T1-d)+(P1+d);FALSE;0
Cc3p;set3;(T1+P1)+(T1+d);FALSE;0
Cc3p;set3;(T1+(P1+d))+T1;FALSE;0
Cc3p;set3;((T1-P1)+P1)+d;FALSE;0
Cc3p;set3;T1+(T1-(P1-d));FALSE;0
Cc3p;set3;T1+((T1-d)-P1);FALSE;0
Cc3p;set3;(T1-P1)-(P1+d);FALSE;0
Cc3p;set3;(T1+d)-(P1-d);FALSE;0
Cc3p;set3;((T1+d)+P1)-d;FALSE;0
Cc3p;set3;(T1+(T1-d))+P1;FALSE;0
Cc3p;set3;(T1+(P1-d))-d;FALSE;0
Cc3p;set3;((T1+P1)+d)+P1;FALSE;0
Cc3p;set3;((T1-P1)-P1)+d;FALSE;0
Cc3p;set3;((T1-d)+d)-P1;FALSE;0
Cc3p;set3;T1-((T1-P1)-d);FALSE;0
Cc3p;set3;((T1+d)+P1)+P1;FALSE;0
Cc3p;set3;((T1-P1)-d)+P1;FALSE;0
Cc3p;set3;((T1+d)+P1)-T1;FALSE;0
Cc3p;set3;(T1+(P1+d))-P1;FALSE;0
Cc3p;set3;T1+((P1-d)+d);FALSE;0
Cc3p;set3;((T1-d)+P1)+P1;FALSE;0
Cc3p;set3;((T1+d)-P1)+d;FALSE;0
Cc3p;set3;((T1+d)+T1)+P1;FALSE;0
Cc3p;set3;(T1+(P1-d))+T1;FALSE;0
Cc3p;set3;(T1+d)-(P1+d);FALSE;0
Cc3p;set3;(T1-(P1-d))+P1;FALSE;0
Cc3p;set3;(T1+(P1+d))-d;FALSE;0
Cc3p;set3;T1-((P1-d)+d);FALSE;0
Cc3p;set3;(T1-(P1-d))-d;FALSE;0
Cc3p;set3;((T1-d)-P1)+d;FALSE;0
Cc3p;set3;P1+((T1+d)-T1);FALSE;0
Cc3p;set3;(T1-(T1-P1))+d;FALSE;0
Cc3p;set3;((T1+d)-P1)-P1;FALSE;0
Cc2t;set0;T1+d;TRUE;1
Cc2t;set0;T1+P1;FALSE;1
Cc2t;set0;P1-d;TRUE;7
Cc2t;set0;T1-P1;FALSE;4
Cc2t;set0;P1+d;TRUE;1
Cc2t;set1;T1+(P1+d);TRUE;0
Cc2t;set1;(T1+d)+P1;FALSE;0
Cc2t;set1;(T1+P1)-d;TRUE;1
Cc2t;set1;T1-(P1-d);TRUE;3
Cc2t;set1;(T1+d)-P1;FALSE;0
Cc2t;set1;(T1-P1)-d;FALSE;2
Cc2t;set1;(T1-P1)+d;TRUE;24
Cc2t;set1;(T1-d)+P1;FALSE;1
Cc2t;set1;T1+(P1-d);TRUE;3
Cc2t;set1;(T1+P1)+d;FALSE;0
Cc2t;set1;(T1-d)-P1;FALSE;0
Cc2t;set1;T1-(P1+d);FALSE;0
Cc2t;set2;T1+(T1-d);TRUE;0
Cc2t;set2;P1+(P1-d);FALSE;3
Cc2t;set2;(T1-d)-d;FALSE;0
Cc2t;set2;(P1-d)+d;FALSE;0
Cc2t;set2;(T1+d)-d;FALSE;0
Cc2t;set2;T1-(T1-d);FALSE;0
Cc2t;set2;(T1+P1)-P1;FALSE;0
Cc2t;set2;(T1+P1)-T1;FALSE;0
Cc2t;set2;(T1+P1)+T1;FALSE;0
Cc2t;set2;(P1-d)-d;FALSE;0
Cc2t;set2;(T1+P1)+P1;FALSE;0
Cc2t;set2;T1-(T1-P1);FALSE;0
Cc2t;set2;(T1-P1)-P1;FALSE;0
Cc2t;set2;(T1-P1)+P1;FALSE;0
Cc2t;set2;(T1+d)+d;FALSE;0
Cc2t;set2;(P1+d)+P1;FALSE;0
Cc2t;set2;(T1+d)-T1;FALSE;0
Cc2t;set2;P1-(P1-d);FALSE;0
Cc2t;set2;(P1+d)-P1;FALSE;0
Cc2t;set2;(T1-d)+d;FALSE;1
Cc2t;set2;(P1+d)+d;FALSE;0
Cc2t;set2;T1+(T1-P1);FALSE;0
Cc2t;set2;(P1+d)-d;FALSE;0
Cc2t;set2;(T1+d)+T1;FALSE;0
Cc2t;set3;(T1+d)+(T1-P1);TRUE;0
Cc2t;set3;((T1-d)+P1)+d;FALSE;0
Cc2t;set3;T1-((P1+d)-d);FALSE;0
Cc2t;set3;T1+((P1+d)-P1);FALSE;0
Cc2t;set3;(T1+P1)-(P1-d);TRUE;0
Cc2t;set3;T1-((P1+d)-P1);FALSE;0
Cc2t;set3;(T1+(T1-P1))+d;FALSE;0
Cc2t;set3;((T1+P1)-d)-d;FALSE;0
Cc2t;set3;(T1-d)+(T1-P1);TRUE;3
Cc2t;set3;T1+((T1+d)-P1);FALSE;0
Cc2t;set3;((T1-d)-P1)+P1;FALSE;0
Cc2t;set3;((T1+P1)+T1)-d;FALSE;0
Cc2t;set3;T1+(P1+(P1-d));FALSE;0
Cc2t;set3;((T1+d)+P1)+d;FALSE;0
Cc2t;set3;T1+((P1+d)+d);FALSE;0
Cc2t;set3;T1-((P1+d)+P1);FALSE;0
Cc2t;set3;(T1+P1)+(T1-d);FALSE;0
Cc2t;set3;T1+((P1+d)-d);FALSE;0
Cc2t;set3;(T1+P1)-(T1+d);FALSE;0
Cc2t;set3;((T1-P1)+d)-d;FALSE;0
Cc2t;set3;(T1-(P1+d))+P1;FALSE;0
Cc2t;set3;((T1-P1)+P1)-d;FALSE;0
Cc2t;set3;P1+(T1-(T1-d));FALSE;0
Cc2t;set3;(T1+P1)+(P1+d);FALSE;0
Cc2t;set3;((T1+P1)+d)+d;FALSE;0
Cc2t;set3;(T1-(P1-d))+d;FALSE;0
Cc2t;set3;(T1+(P1-d))-T1;FALSE;0
Cc2t;set3;T1+((P1+d)+P1);FALSE;0
Cc2t;set3;((T1+d)+d)-P1;FALSE;0
Cc2t;set3;((T1-d)+P1)-P1;FALSE;0
Cc2t;set3;((T1-d)-P1)-d;FALSE;0
Cc2t;set3;T1+(P1-(P1-d));FALSE;0
Cc2t;set3;(T1-d)-(P1-d);FALSE;0
Cc2t;set3;T1+((P1-d)-d);FALSE;0
Cc2t;set3;(T1-P1)-(P1-d);FALSE;0
Cc2t;set3;((T1-P1)-d)-P1;FALSE;0
Cc2t;set3;T1-((P1+d)+d);FALSE;0
Cc2t;set3;((T1+d)+T1)-P1;FALSE;0
Cc2t;set3;((T1+P1)-T1)+d;FALSE;0
Cc2t;set3;(T1+(P1+d))+P1;FALSE;0
Cc2t;set3;(T1+(P1+d))-T1;FALSE;0
Cc2t;set3;T1+(T1-(P1+d));FALSE;0
Cc2t;set3;((T1-P1)+d)-P1;FALSE;0
Cc2t;set3;((T1+P1)+T1)+d;FALSE;0
Cc2t;set3;((T1+d)+d)+P1;FALSE;0
Cc2t;set3;(T1-(P1+d))+d;FALSE;0
Cc2t;set3;((T1+d)-d)+P1;FALSE;0
Cc2t;set3;((T1-d)+P1)-d;FALSE;0
Cc2t;set3;(T1+P1)-(P1+d);FALSE;0
Cc2t;set3;((T1+P1)+P1)-d;FALSE;0
Cc2t;set3;T1+((T1-P1)-d);FALSE;0
Cc2t;set3;(T1+(P1+d))+d;FALSE;0
Cc2t;set3;((T1-d)-d)-P1;FALSE;0
Cc2t;set3;((T1+P1)-P1)-d;FALSE;0
Cc2t;set3;(T1-(P1+d))-P1;FALSE;0
Cc2t;set3;T1-((T1-P1)+d);FALSE;0
Cc2t;set3;T1-(T1-(P1+d));FALSE;0
Cc2t;set3;((T1+P1)+d)+T1;FALSE;0
Cc2t;set3;((T1+P1)-d)+T1;FALSE;0
Cc2t;set3;(T1+(P1-d))+P1;FALSE;0
Cc2t;set3;(T1+(T1-d))-P1;FALSE;0
Cc2t;set3;((T1+d)+P1)-P1;FALSE;0
Cc2t;set3;T1-((P1-d)-d);FALSE;0
Cc2t;set3;((T1+d)-P1)+P1;FALSE;0
Cc2t;set3;((T1-d)+P1)+T1;FALSE;0
Cc2t;set3;((T1+P1)-d)+P1;FALSE;0
Cc2t;set3;((T1+P1)+d)-T1;FALSE;0
Cc2t;set3;(T1-d)+(P1-d);FALSE;0
Cc2t;set3;((T1-P1)+d)+d;FALSE;0
Cc2t;set3;(T1-(T1-P1))-d;FALSE;0
Cc2t;set3;(T1-d)-(T1-P1);FALSE;0
Cc2t;set3;((T1-P1)-d)+d;FALSE;0
Cc2t;set3;T1-((T1+d)-P1);FALSE;0
Cc2t;set3;(T1+(P1-d))+d;FALSE;0
Cc2t;set3;((T1+P1)-d)-T1;FALSE;0
Cc2t;set3;(T1-P1)+(P1+d);TRUE;0
Cc2t;set3;T1-(T1-(P1-d));FALSE;0
Cc2t;set3;((T1-P1)-P1)-d;FALSE;0
Cc2t;set3;T1-(P1-(P1-d));FALSE;0
Cc2t;set3;((T1-d)+d)+P1;FALSE;0
Cc2t;set3;((T1+d)+P1)+T1;FALSE;0
Cc2t;set3;(T1-(P1+d))-d;FALSE;0
Cc2t;set3;((T1-d)-P1)-P1;FALSE;0
Cc2t;set3;((T1+d)-d)-P1;FALSE;0
Cc2t;set3;(T1+d)+(P1+d);FALSE;0
Cc2t;set3;((T1-P1)+d)+P1;FALSE;0
Cc2t;set3;(T1-d)-(P1+d);FALSE;0
Cc2t;set3;(T1+d)-(T1-P1);FALSE;0
Cc2t;set3;(T1+P1)-(T1-d);FALSE;0
Cc2t;set3;(T1+P1)+(P1-d);FALSE;0
Cc2t;set3;P1-(T1-(T1-d));FALSE;0
Cc2t;set3;((T1+P1)-d)-P1;FALSE;0
Cc2t;set3;T1+((T1-P1)+d);FALSE;0
Cc2t;set3;((T1-d)+P1)-T1;FALSE;0
Cc2t;set3;((T1+d)-P1)-d;FALSE;0
Cc2t;set3;P1-((T1+d)-T1);FALSE;0
Cc2t;set3;((T1+P1)+P1)+d;FALSE;0
Cc2t;set3;(T1+(P1-d))-P1;FALSE;0
Cc2t;set3;((T1+P1)+d)-P1;FALSE;0
Cc2t;set3;T1-((T1-d)-P1);FALSE;0
Cc2t;set3;(T1+(T1-P1))-d;TRUE;0
Cc2t;set3;((T1-P1)-d)-d;FALSE;0
Cc2t;set3;(T1+d)+(P1-d);FALSE;0
Cc2t;set3;((T1+P1)-T1)-d;FALSE;0
Cc2t;set3;((T1+P1)-d)+d;FALSE;0
Cc2t;set3;((T1+P1)-P1)+d;FALSE;0
Cc2t;set3;((T1-d)-d)+P1;FALSE;0
Cc2t;set3;(T1-(P1-d))-P1;FALSE;0
Cc2t;set3;((T1+P1)+d)-d;FALSE;0
Cc2t;set3;T1-(P1+(P1-d));FALSE;0
Cc2t;set3;(T1-d)+(P1+d);FALSE;0
Cc2t;set3;(T1+P1)+(T1+d);FALSE;0
Cc2t;set3;(T1+(P1+d))+T1;FALSE;0
Cc2t;set3;((T1-P1)+P1)+d;FALSE;0
Cc2t;set3;T1+(T1-(P1-d));FALSE;0
Cc2t;set3;T1+((T1-d)-P1);FALSE;0
Cc2t;set3;(T1-P1)-(P1+d);FALSE;0
Cc2t;set3;(T1+d)-(P1-d);FALSE;0
Cc2t;set3;((T1+d)+P1)-d;FALSE;0
Cc2t;set3;(T1+(T1-d))+P1;FALSE;0
Cc2t;set3;(T1+(P1-d))-d;FALSE;0
Cc2t;set3;((T1+P1)+d)+P1;FALSE;0
Cc2t;set3;((T1-P1)-P1)+d;FALSE;0
Cc2t;set3;((T1-d)+d)-P1;FALSE;0
Cc2t;set3;T1-((T1-P1)-d);FALSE;0
Cc2t;set3;((T1+d)+P1)+P1;FALSE;0
Cc2t;set3;((T1-P1)-d)+P1;FALSE;0
Cc2t;set3;((T1+d)+P1)-T1;FALSE;0
Cc2t;set3;(T1+(P1+d))-P1;FALSE;0
Cc2t;set3;T1+((P1-d)+d);FALSE;0
Cc2t;set3;((T1-d)+P1)+P1;FALSE;0
Cc2t;set3;((T1+d)-P1)+d;FALSE;0
Cc2t;set3;((T1+d)+T1)+P1;FALSE;0
Cc2t;set3;(T1+(P1-d))+T1;FALSE;0
Cc2t;set3;(T1+d)-(P1+d);FALSE;0
Cc2t;set3;(T1-(P1-d))+P1;FALSE;0
Cc2t;set3;(T1+(P1+d))-d;FALSE;0
Cc2t;set3;T1-((P1-d)+d);FALSE;0
Cc2t;set3;(T1-(P1-d))-d;FALSE;1
Cc2t;set3;((T1-d)-P1)+d;FALSE;0
Cc2t;set3;P1+((T1+d)-T1);FALSE;0
Cc2t;set3;(T1-(T1-P1))+d;FALSE;0
Cc2t;set3;((T1+d)-P1)-P1;FALSE;0
Cc1p;set0;T1+d;TRUE;0
Cc1p;set0;T1+P1;FALSE;0
Cc1p;set0;T1-P1;FALSE;9
Cc1p;set0;P1+d;FALSE;1
Cc1p;set0;T1-d;TRUE;77
Cc1p;set1;T1+(P1+d);FALSE;0
Cc1p;set1;(T1+d)+P1;FALSE;0
Cc1p;set1;(T1+P1)-d;FALSE;5
Cc1p;set1;T1-(P1-d);FALSE;1
Cc1p;set1;(T1+d)-P1;FALSE;0
Cc1p;set1;(T1-P1)-d;TRUE;36
Cc1p;set1;(T1-P1)+d;FALSE;3
Cc1p;set1;(T1-d)+P1;FALSE;0
Cc1p;set1;T1+(P1-d);FALSE;0
Cc1p;set1;(T1+P1)+d;FALSE;1
Cc1p;set1;(T1-d)-P1;TRUE;7
Cc1p;set1;T1-(P1+d);FALSE;0
Cc1p;set2;T1+(T1-d);FALSE;0
Cc1p;set2;d-(P1-d);FALSE;1
Cc1p;set2;P1+(P1-d);FALSE;0
Cc1p;set2;(T1-d)-d;TRUE;0
Cc1p;set2;(T1+d)-d;TRUE;0
Cc1p;set2;T1-(T1-d);TRUE;0
Cc1p;set2;(T1+P1)-P1;FALSE;0
Cc1p;set2;(T1+P1)-T1;FALSE;0
Cc1p;set2;(T1+P1)+T1;FALSE;0
Cc1p;set2;(T1+P1)+P1;FALSE;0
Cc1p;set2;T1-(T1-P1);FALSE;3
Cc1p;set2;(T1-P1)-P1;FALSE;0
Cc1p;set2;(T1-P1)+P1;FALSE;0
Cc1p;set2;(T1+d)+d;FALSE;0
Cc1p;set2;(P1+d)+P1;FALSE;0
Cc1p;set2;(T1+d)-T1;TRUE;0
Cc1p;set2;P1-(P1-d);FALSE;0
Cc1p;set2;(P1+d)-P1;FALSE;0
Cc1p;set2;(T1-d)+d;FALSE;0
Cc1p;set2;(P1+d)+d;FALSE;0
Cc1p;set2;d+(P1-d);FALSE;0
Cc1p;set2;T1+(T1-P1);FALSE;0
Cc1p;set2;(P1+d)-d;FALSE;0
Cc1p;set2;(T1+d)+T1;FALSE;0
Cc1p;set3;(T1+d)+(T1-P1);FALSE;0
Cc1p;set3;((T1-d)+P1)+d;FALSE;0
Cc1p;set3;T1-((P1+d)-d);FALSE;0
Cc1p;set3;T1+((P1+d)-P1);FALSE;0
Cc1p;set3;(T1+P1)-(P1-d);FALSE;0
Cc1p;set3;T1-((P1+d)-P1);FALSE;0
Cc1p;set3;(T1+(T1-P1))+d;FALSE;0
Cc1p;set3;P1-(T1-(P1+d));FALSE;0
Cc1p;set3;(T1-d)+(T1-P1);FALSE;0
Cc1p;set3;T1+((T1+d)-P1);FALSE;0
Cc1p;set3;((T1+P1)+T1)-d;FALSE;0
Cc1p;set3;T1+(P1+(P1-d));FALSE;0
Cc1p;set3;((T1+d)+P1)+d;FALSE;0
Cc1p;set3;T1+((P1+d)+d);FALSE;0
Cc1p;set3;(T1+P1)+(T1-d);FALSE;0
Cc1p;set3;(T1+(T1-d))+P1;FALSE;0
Cc1p;set3;T1+((P1+d)-d);FALSE;0
Cc1p;set3;(T1+P1)-(T1+d);FALSE;0
Cc1p;set3;((T1-P1)+d)-d;FALSE;0
Cc1p;set3;((T1-P1)+P1)-d;FALSE;0
Cc1p;set3;P1+(T1-(T1-d));FALSE;0
Cc1p;set3;(T1+P1)+(P1+d);FALSE;0
Cc1p;set3;((T1+P1)+d)+d;FALSE;0
Cc1p;set3;((T1+P1)-d)+T1;FALSE;0
Cc1p;set3;(T1-(P1-d))+d;FALSE;0
Cc1p;set3;(T1+(P1-d))-T1;FALSE;0
Cc1p;set3;T1-(d+(P1-d));FALSE;0
Cc1p;set3;P1-((T1-d)-P1);TRUE;0
Cc1p;set3;((T1-d)+P1)-P1;FALSE;0
Cc1p;set3;((T1-d)-P1)-d;FALSE;0
Cc1p;set3;((P1+d)+P1)+T1;FALSE;0
Cc1p;set3;T1+(P1-(P1-d));FALSE;0
Cc1p;set3;(T1-d)-(P1-d);FALSE;0
Cc1p;set3;(T1-P1)-(P1-d);FALSE;1
Cc1p;set3;T1-((P1+d)+d);FALSE;0
Cc1p;set3;((T1+d)+T1)-P1;FALSE;0
Cc1p;set3;(T1+(P1+d))+P1;FALSE;0
Cc1p;set3;(T1+(P1+d))-T1;FALSE;0
Cc1p;set3;T1+(T1-(P1+d));FALSE;0
Cc1p;set3;P1+((T1-P1)-d);FALSE;0
Cc1p;set3;((T1-P1)+d)-P1;FALSE;0
Cc1p;set3;((T1+P1)+T1)+d;FALSE;0
Cc1p;set3;((T1+d)+d)+P1;FALSE;0
Cc1p;set3;(T1-(P1+d))+d;FALSE;0
Cc1p;set3;(T1-P1)+(P1-d);FALSE;2
Cc1p;set3;((T1+d)-d)+P1;FALSE;0
Cc1p;set3;((T1-d)+P1)-d;FALSE;0
Cc1p;set3;(T1+P1)-(P1+d);FALSE;0
Cc1p;set3;((T1+P1)+P1)-d;FALSE;0
Cc1p;set3;T1+((T1-P1)-d);FALSE;0
Cc1p;set3;(T1+(P1+d))+d;FALSE;0
Cc1p;set3;((T1-d)-d)-P1;FALSE;0
Cc1p;set3;((T1+P1)-P1)-d;FALSE;0
Cc1p;set3;T1+(d+(P1-d));FALSE;0
Cc1p;set3;T1-((T1-P1)+d);FALSE;0
Cc1p;set3;T1-(T1-(P1+d));FALSE;0
Cc1p;set3;d+((T1-P1)-P1);FALSE;0
Cc1p;set3;((T1+d)+P1)+T1;FALSE;0
Cc1p;set3;(T1+d)+(P1+d);FALSE;0
Cc1p;set3;(T1+(T1-d))-P1;FALSE;0
Cc1p;set3;((T1+d)+P1)-P1;FALSE;0
Cc1p;set3;((T1+d)-P1)+P1;FALSE;0
Cc1p;set3;((T1-d)+P1)+T1;FALSE;0
Cc1p;set3;((T1+P1)-d)+P1;FALSE;0
Cc1p;set3;((T1+P1)+d)-T1;TRUE;0
Cc1p;set3;(T1-d)+(P1-d);FALSE;0
Cc1p;set3;((T1-P1)+d)+d;FALSE;0
Cc1p;set3;(T1-(T1-P1))-d;TRUE;0
Cc1p;set3;((T1-P1)-d)+d;FALSE;0
Cc1p;set3;T1-((T1+d)-P1);FALSE;0
